Player;Position;Team
Kuzma, Kyle;PF;LAL
Tatum, Jayson;SF;BOS
Teague, Jeff;PG;MIN
Temple, Garrett;SG;MEM
Teodosic, Milos;PG;LAC
Terrell, Jared;SG;MIN
Theis, Daniel;PF;BOS
Thomas, Isaiah;PG;DEN
Thomas, Khyri;SG;DET
Thomas, Lance;SF;NYK
Thompson, Klay;SG;GSW
Thompson, Tristan;C;CLE
Thornwell, Sindarius;SG;LAC
Tolliver, Anthony;PF;MIN
Towns, Karl-Anthony;C;MIN
Trent Jr., Gary;SG;POR
Trier, Allonzo;SG;NYK
Tucker, P.J.;SF;HOU
Turner, Evan;SG;POR
Turner, Myles;C;IND
Pachulia, Zaza;C;DET
Parker, Jabari;PF;CHI
Parker, Tony;PG;CHA
Parsons, Chandler;SF;MEM
Patterson, Patrick;PF;OKC
Patton, Justin;C;PHI
Paul, Chris;PG;HOU
Payne, Cameron;PG;CLE
Payton II, Gary;PG;WAS
Payton, Elfrid;PG;NOR
Pinson, Theo;SG;BKN
Plumlee, Mason;PF;DEN
Plumlee, Miles;C;ATL
Poeltl, Jakob;C;SAS
Pondexter, Quincy;SF;SAS
Porter Jr., Michael;PF;DEN
Porter Jr., Otto;SF;WAS
Portis, Bobby;PF;CHI
Porzingis, Kristaps;PF;NYK
Powell, Dwight;PF;DAL
Powell, Norman;SF;TOR
Poythress, Alex;SF;ATL
Rabb, Ivan;PF;MEM
Randle, Chasson;PG;WAS
Randle, Julius;C;NOR
Randolph, Zach;PF;SAC
Redick, JJ;SG;PHI
Reed, Davon;SG;IND
Richardson, Josh;SG;MIA
Richardson, Malachi;SG;TOR
Rivers, Austin;PG;HOU
Roberson, Andre;SG;OKC
Robinson III, Glenn;SG;DET
Robinson, Devin;SF;WAS
Robinson, Duncan;SF;MIA
Robinson, Jerome;SG;LAC
Robinson, Mitchell;C;NYK
Rondo, Rajon;PG;LAL
Rose, Derrick;PG;MIN
Ross, Terrence;SG;ORL
Rozier, Terry;PG;BOS
Rubio, Ricky;PG;UTH
Russell, D'Angelo;PG;BKN
Sabonis, Domantas;PF;IND
Sampson, Brandon;SG;CHI
Saric, Dario;PF;MIN
Satoransky, Tomas;SG;WAS
Schroder, Dennis;PG;OKC
Scott, Mike;PF;LAC
Sefolosha, Thabo;SF;UTH
Selden Jr., Wayne;SG;CHI
Sexton, Collin;PG;CLE
Shamet, Landry;PG;PHI
Shumpert, Iman;SG;SAC
Siakam, Pascal;PF;TOR
Simmons, Ben;PG;PHI
Simmons, Jonathon;SF;ORL
Simons, Anfernee;SG;POR
Smart, Marcus;PG;BOS
Smith Jr., Dennis;PG;DAL
Smith, Ish;PG;DET
Smith, J.R.;SG;CLE
Smith, Jason;PF;MIL
Smith, Zhaire;SG;PHI
Snell, Tony;SG;MIL
Spalding, Ray;PF;DAL
Spellman, Omari;PF;ATL
Stauskas, Nik;SG;POR
Stephenson, Lance;SG;LAL
Sumner, Edmond;PG;IND
Swanigan, Caleb;PF;POR
Valanciunas, Jonas;C;TOR
Valentine, Denzel;SG;CHI
VanVleet, Fred;PG;TOR
Vanderbilt, Jarred;PF;DEN
Vonleh, Noah;PF;NYK
Vucevic, Nikola;C;ORL
Wade, Dwyane;SG;MIA
Wagner, Moe;C;LAL
Waiters, Dion;SG;MIA
Walker IV, Lonnie;SG;SAS
Walker, Kemba;PG;CHA
Wall, John;PG;WAS
Wallace, Tyrone;SG;LAC
Waller-Prince, Taurean;SF;ATL
Wanamaker, Brad;PG;BOS
Warren, T.J.;SF;PHO
Watanabe, Yuta;SG;MEM
Welsh, Thomas;C;DEN
Westbrook, Russell;PG;OKC
White, Derrick;PG;SAS
Whitehead, Isaiah;SG;DET
Whiteside, Hassan;C;MIA
Wiggins, Andrew;SF;MIN
Williams, Alan;PF;BKN
Williams, C.J.;SG;MIN
Williams, Johnathan;PF;LAL
Williams, Kenrich;SG;NOR
Williams, Lou;SG;LAC
Williams, Marvin;PF;CHA
Williams, Robert;C;BOS
Williams, Troy;SF;SAC
Wilson, D.J.;PF;MIL
Winslow, Justise;SF;MIA
Wood, Christian;PF;MIL
Wright, Delon;PG;TOR
LaVine, Zach;PG;CHI
Labissiere, Skal;PF;SAC
Lamb, Jeremy;SG;CHA
Layman, Jake;SF;POR
LeVert, Caris;SG;BKN
Leaf, TJ;PF;IND
Lee, Courtney;SG;NYK
Lee, Damion;SG;GSW
Len, Alex;C;ATL
Leonard, Kawhi;SF;TOR
Leonard, Meyers;PF;POR
Leuer, Jon;PF;DET
Lillard, Damian;PG;POR
Lin, Jeremy;PG;ATL
Livingston, Shaun;PG;GSW
Looney, Kevon;C;GSW
Lopez, Brook;C;MIL
Lopez, Robin;C;CHI
Love, Kevin;PF;CLE
Lowry, Kyle;PG;TOR
Loyd, Jordan;PG;TOR
Lucas, Kalin;PG;DET
Luwawu-Cabarrot, Timothe;SG;OKC
Lydon, Tyler;PF;DEN
Lyles, Trey;PF;DEN
Nader, Abdel;SF;OKC
Nance Jr., Larry;PF;CLE
Napier, Shabazz;PG;BKN
Nene;C;HOU
Neto, Raul;PG;UTH
Niang, Georges;SF;UTH
Noah, Joakim;C;MEM
Noel, Nerlens;PF;OKC
Nowitzki, Dirk;PF;DAL
Ntilikina, Frank;PG;NYK
Nurkic, Jusuf;C;POR
Nwaba, David;SG;CLE
O'Neale, Royce;SF;UTH
O'Quinn, Kyle;C;IND
Ojeleye, Semi;PF;BOS
Okafor, Jahlil;C;NOR
Okobo, Elie;PG;PHO
Okogie, Josh;SG;MIN
Oladipo, Victor;SG;IND
Olynyk, Kelly;PF;MIA
Osman, Cedi;SF;CLE
Oubre Jr., Kelly;SF;PHO
