"Player";"Position";"Team"
"Binnington, Jordan";"G";"STL"
"Bishop, Ben";"G";"TAM"
"Bitetto, Anthony";"D";"NSH"
"Bjugstad, Nick";"C";"FLA"
"Blandisi, Joseph";"C";"NJD"
"Blum, Jonathon";"D";"MIN"
"Blunden, Michael";"RW";"TAM"
"Bobrovsky, Sergei";"G";"CBS"
"Bodie, Troy";"RW";"TOR"
"Bodnarchuk, Andrew";"D";"CBS"
"Boedker, Mikkel";"LW";"ARI"
"Bogosian, Zach";"D";"BUF"
"Bolduc, Alex";"C";"ARI"
"Boll, Jared";"RW";"CBS"
"Bolland, Dave";"C";"FLA"
"Bollig, Brandon";"LW";"CGY"
"Bonino, Nick";"C";"PIT"
"Bordeleau, Patrick";"LW";"COL"
"Borowiecki, Mark";"D";"OTT"
"Bortuzzo, Robert";"D";"STL"
"Boucher, Reid";"C";"NJD"
"Boulton, Eric";"LW";"NYI"
"Bouma, Lance";"LW";"CGY"
"Bournival, Michael";"LW";"MTL"
"Bourque, Chris";"LW";"WAS"
"Bourque, Gabriel";"LW";"NSH"
"Bourque, Rene";"LW";"CBS"
"Bourque, Ryan";"C";"NYR"
"Bouwmeester, Jay";"D";"STL"
"Boychuk, Johnny";"D";"NYI"
"Boychuk, Zach";"C";"CAR"
"Boyle, Brian";"C";"TAM"
"Boyle, Dan";"D";"NYR"
"Bozak, Tyler";"C";"TOR"
"Brassard, Derick";"C";"NYR"
"Braun, Justin";"D";"SJS"
"Breen, Chris";"D";"BOS"
"Brennan, T.J.";"D";"TOR"
"Brent, Tim";"C";"PHI"
"Brisebois, Mathieu";"D";"ARI"
"Brittain, Sam";"G";"FLA"
"Brodie, T.J.";"D";"CGY"
"Brodin, Jonas";"D";"MIN"
"Brodziak, Kyle";"C";"STL"
"Brossoit, Laurent";"G";"EDM"
"Brouillette, Julien";"D";"WPG"
"Brouwer, Troy";"RW";"STL"
"Brown, Chris";"C";"WAS"
"Brown, Dustin";"RW";"LAK"
"Brown, J.T.";"RW";"TAM"
"Brown, Mike";"RW";"SJS"
"Brown, Patrick";"C";"CAR"
"Brunner, Damien";"RW";"NJD"
"Bulmer, Brett";"RW";"MIN"
"Burakovsky, Andre";"LW";"WAS"
"Burish, Adam";"RW";"SJS"
"Burmistrov, Alex";"C";"WPG"
"Burns, Brent";"D";"SJS"
"Burrows, Alex";"LW";"VAN"
"Butler, Chris";"D";"STL"
"Butler, Dustin";"G";"VAN"
"Byfuglien, Dustin";"D";"WPG"
"Byron, Paul";"C";"CGY"
"Callahan, Mitch";"LW";"DET"
"Callahan, Ryan";"RW";"TAM"
"Calvert, Matt";"LW";"CBS"
"Camara, Anthony";"LW";"BOS"
"Cammalleri, Mike";"LW";"NJD"
"Campbell, Brian";"D";"FLA"
"Campbell, Gregory";"C";"CBS"
"Camper, Carter";"C";"WAS"
"Carey, Paul";"C";"WAS"
"Carkner, Matt";"D";"NYI"
"Carle, Matt";"D";"TAM"
"Carlson, John";"D";"WAS"
"Caron, Jordan";"LW";"STL"
"Carrick, Sam";"C";"TOR"
"Carter, Jeff";"C";"LAK"
"Carter, Ryan";"C";"MIN"
"Ceci, Cody";"D";"OTT"
"Cernak, Erik";"D";"LAK"
"Chaput, Michael";"C";"CBS"
"Chara, Zdeno";"D";"BOS"
"Chiarot, Ben";"D";"WPG"
"Chiasson, Alex";"RW";"OTT"
"Chimera, Jason";"LW";"WAS"
"Chipchura, Kyle";"C";"ARI"
"Chorney, Taylor";"D";"WAS"
"Cizikas, Casey";"C";"NYI"
"Clark, Mat";"D";"COL"
"Clarkson, David";"RW";"CBS"
"Clemmensen, Scott";"G";"NJD"
"Clendening, Adam";"D";"PIT"
"Cliche, Marc-Andre";"RW";"COL"
"Clifford, Kyle";"LW";"LAK"
"Clitsome, Grant";"D";"WPG"
"Clowe, Ryane";"LW";"NJD"
"Clutterbuck, Cal";"RW";"NYI"
"Coburn, Braydon";"D";"TAM"
"Cogliano, Andrew";"C";"ANA"
"Colaiacovo, Carlo";"D";"BUF"
"Colborne, Joe";"C";"CGY"
"Cole, Ian";"D";"PIT"
"Collins, Sean";"C";"WAS"
"Comeau, Blake";"LW";"COL"
"Condra, Erik";"RW";"TAM"
"Connauton, Kevin";"D";"CBS"
"Conner, Chris";"RW";"PHI"
"Connolly, Brett";"RW";"BOS"
"Copley, Pheonix";"G";"STL"
"Copp, Andrew";"C";"WPG"
"Coreau, Jared";"G";"DET"
"Cormier, Patrice";"C";"WPG"
"Corrado, Frank";"D";"VAN"
"Cousins, Nick";"C";"PHI"
"Couture, Logan";"C";"SJS"
"Couturier, Sean";"C";"PHI"
"Cowen, Jared";"D";"OTT"
"Coyle, Charlie";"C";"MIN"
"Cracknell, Adam";"RW";"VAN"
"Craig, Ryan";"C";"CBS"
"Crawford, Corey";"G";"CHI"
"Crosby, Sidney";"C";"PIT"
"Crouse, Lawson";"LW";"FLA"
"Cullen, Matt";"C";"PIT"
"Cundari, Mark";"D";"SJS"
"Cunningham, Craig";"LW";"ARI"
"D'Amigo, Jerry";"RW";"BUF"
"Dahlbeck, Klas";"D";"ARI"
"Daley, Trevor";"D";"CHI"
"Dalpe, Zac";"C";"MIN"
"Danault, Phillip";"LW";"CHI"
"Danis, Yann";"G";"NJD"
"Dano, Marko";"C";"CHI"
"Dansk, Oscar";"G";"CBS"
"Darling, Scott";"G";"CHI"
"Datsyuk, Pavel";"C";"DET"
"Davidson, Brandon";"D";"EDM"
"De La Rose, Jacob";"LW";"MTL"
"DeFazio, Brandon";"LW";"BOS"
"DeKeyser, Danny";"D";"DET"
"DeMelo, Dylan";"D";"SJS"
"Del Zotto, Michael";"D";"PHI"
"Demers, Jason";"D";"DAL"
"Denis, Frederic";"D";"CBS"
"Desharnais, David";"C";"MTL"
"Desjardins, Andrew";"C";"CHI"
"Deslauriers, Nicolas";"LW";"BUF"
"Despres, Simon";"D";"ANA"
"Devane, Jamie";"LW";"NSH"
"Diaz, Raphael";"D";"NYR"
"Dillon, Brenden";"D";"SJS"
"Doan, Shane";"RW";"ARI"
"Domingue, Louis";"G";"ARI"
"Donovan, Matt";"D";"BUF"
"Dorsett, Derek";"RW";"VAN"
"Doughty, Drew";"D";"LAK"
"Downie, Steve";"RW";"ARI"
"Drewiske, Davis";"D";"PHI"
"Driedger, Chris";"G";"OTT"
"Drouin, Jonathan";"LW";"TAM"
"Dubinsky, Brandon";"C";"CBS"
"Dubnyk, Devan";"G";"MIN"
"Duchene, Matt";"C";"COL"
"Duclair, Anthony";"LW";"ARI"
"Dumba, Matt";"D";"MIN"
"Dumont, Gabriel";"C";"MTL"
"Dumoulin, Brian";"D";"PIT"
"Dupuis, Pascal";"RW";"PIT"
"Eakin, Cody";"C";"DAL"
"Eaves, Patrick";"RW";"DAL"
"Ebbett, Andrew";"C";"PIT"
"Eberle, Jordan";"RW";"EDM"
"Edler, Alexander";"D";"VAN"
"Ehlers, Nikolaj";"LW";"WPG"
"Ehrhoff, Christian";"D";"LAK"
"Eichel, Jack";"C";"BUF"
"Ekblad, Aaron";"D";"FLA"
"Ekholm, Mattias";"D";"NSH"
"Ekman-Larsson, Oliver";"D";"ARI"
"Elias, Patrik";"LW";"NJD"
"Eller, Lars";"C";"MTL"
"Elliott, Brian";"G";"STL"
"Elliott, Stefan";"D";"COL"
"Ellis, Dan";"G";"WAS"
"Ellis, Ryan";"D";"NSH"
"Emelin, Alexei";"D";"MTL"
"Engelland, Deryk";"D";"CGY"
"Ennis, Tyler";"LW";"BUF"
"Enroth, Jhonas";"G";"LAK"
"Enstrom, Tobias";"D";"WPG"
"Ericsson, Jonathan";"D";"DET"
"Eriksson Ek, Joel";"C";"MIN"
"Eriksson, Joacim";"G";"VAN"
"Eriksson, Loui";"LW";"BOS"
"Erixon, Tim";"D";"PIT"
"Etem, Emerson";"RW";"NYR"
"Everberg, Dennis";"RW";"COL"
"Falk, Justin";"D";"CBS"
"Farnham, Bobby";"RW";"PIT"
"Fast, Jesper";"RW";"NYR"
"Faulk, Justin";"D";"CAR"
"Fayne, Mark";"D";"EDM"
"Fedotenko, Ruslan";"LW";"MIN"
"Fedun, Taylor";"D";"VAN"
"Fehr, Eric";"RW";"PIT"
"Fenton, Thomas";"G";"ARI"
"Ference, Andrew";"D";"EDM"
"Ferland, Micheal";"LW";"CGY"
"Ferlin, Brian";"RW";"BOS"
"Ferraro, Landon";"C";"DET"
"Fiala, Kevin";"C";"NSH"
"Fiddler, Vernon";"C";"DAL"
"Filppula, Valtteri";"C";"TAM"
"Fisher, Mike";"C";"NSH"
"Fleury, Marc-Andre";"G";"PIT"
"Florek, Justin";"LW";"NYI"
"Flynn, Brian";"RW";"MTL"
"Foligno, Marcus";"LW";"BUF"
"Foligno, Nick";"LW";"CBS"
"Folin, Christian";"D";"MIN"
"Fontaine, Justin";"RW";"MIN"
"Forbort, Derek";"D";"LAK"
"Forsberg, Anton";"G";"CBS"
"Forsberg, Filip";"C";"NSH"
"Forsling, Gustav";"D";"CHI"
"Fowler, Cam";"D";"ANA"
"Franzen, Johan";"LW";"DET"
"Fraser, Colin";"C";"STL"
"Fraser, Matt";"LW";"WPG"
"Frattin, Matt";"RW";"TOR"
"Friberg, Max";"LW";"ANA"
"Friberg, Max";"LW";"ANA"
"Froese, Byron";"C";"TOR"
"Frolik, Michael";"RW";"CGY"
"Gaborik, Marian";"RW";"LAK"
"Gagner, Sam";"C";"PHI"
"Galchenyuk, Alex";"C";"MTL"
"Galiev, Stanislav";"RW";"WAS"
"Gallagher, Brendan";"RW";"MTL"
"Gallant, Brett";"LW";"CBS"
"Garbutt, Ryan";"LW";"CHI"
"Gardiner, Jake";"D";"TOR"
"Garrison, Jason";"D";"TAM"
"Gaudet, Tyler";"C";"ARI"
"Gaudreau, Johnny";"LW";"CGY"
"Gaunce, Cameron";"D";"FLA"
"Gaustad, Paul";"C";"NSH"
"Gazdic, Luke";"LW";"EDM"
"Gelinas, Eric";"D";"NJD"
"Gerbe, Nathan";"LW";"CAR"
"Getzlaf, Ryan";"C";"ANA"
"Gibbons, Brian";"C";"NYR"
"Gibson, Christopher";"G";"TOR"
"Gibson, John";"G";"ANA"
"Gilbert, Tom";"D";"MTL"
"Gionta, Brian";"RW";"BUF"
"Gionta, Stephen";"RW";"NJD"
"Giordano, Mark";"D";"CGY"
"Girardi, Dan";"D";"NYR"
"Girgensons, Zemgus";"C";"BUF"
"Giroux, Claude";"C";"PHI"
"Glass, Tanner";"LW";"NYR"
"Glendening, Luke";"C";"DET"
"Goligoski, Alex";"D";"DAL"
"Goloubef, Cody";"D";"CBS"
"Goodrow, Barclay";"LW";"SJS"
"Gordon, Boyd";"C";"ARI"
"Gorges, Josh";"D";"BUF"
"Gormley, Brandon";"D";"ARI"
"Gostisbehere, Shayne";"D";"PHI"
"Grabner, Michael";"RW";"NYI"
"Grabovski, Mikhail";"C";"NYI"
"Gragnani, Marc-Andre";"D";"NJD"
"Granberg, Petter";"D";"TOR"
"Granlund, Markus";"C";"CGY"
"Granlund, Mikael";"C";"MIN"
"Grant, Alex";"D";"ARI"
"Grant, Derek";"C";"CGY"
"Graovac, Tyler";"C";"MIN"
"Green, Mike";"D";"DET"
"Greene, Andy";"D";"NJD"
"Greene, Matt";"D";"LAK"
"Greening, Colin";"LW";"OTT"
"Greiss, Thomas";"G";"NYI"
"Griffith, Seth";"C";"BOS"
"Grigorenko, Mikhail";"C";"COL"
"Grimaldi, Rocco";"C";"FLA"
"Grosenick, Troy";"G";"SJS"
"Grossmann, Nicklas";"D";"ARI"
"Grubauer, Philipp";"G";"WAS"
"Gryba, Eric";"D";"EDM"
"Gudas, Radko";"D";"PHI"
"Gudbranson, Erik";"D";"FLA"
"Guenin, Nate";"D";"COL"
"Gunnarsson, Carl";"D";"STL"
"Hackett, Matt";"G";"ANA"
"Hagelin, Carl";"LW";"ANA"
"Hainsey, Ron";"D";"CAR"
"Hakanpaa, Jani";"D";"STL"
"Halak, Jaroslav";"G";"NYI"
"Haley, Micheal";"C";"SJS"
"Halischuk, Matt";"RW";"WPG"
"Hall, Taylor";"LW";"EDM"
"Hamhuis, Dan";"D";"VAN"
"Hamilton, Dougie";"D";"CGY"
"Hamilton, Freddie";"C";"COL"
"Hamilton, Ryan";"LW";"EDM"
"Hammond, Andrew";"G";"OTT"
"Hamonic, Travis";"D";"NYI"
"Hanifin, Noah";"D";"CAR"
"Hansen, Jannik";"RW";"VAN"
"Hanzal, Martin";"C";"ARI"
"Harding, Josh";"G";"MIN"
"Harrington, Scott";"D";"TOR"
"Harrison, Jay";"D";"WPG"
"Harrold, Peter";"D";"STL"
"Hartman, Ryan";"RW";"CHI"
"Hartnell, Scott";"LW";"CBS"
"Haula, Erik";"LW";"MIN"
"Hayes, Jimmy";"RW";"BOS"
"Hayes, Kevin";"RW";"NYR"
"Heatley, Dany";"LW";"ANA"
"Hedman, Victor";"D";"TAM"
"Helgeson, Seth";"D";"NJD"
"Hellberg, Magnus";"G";"NYR"
"Hellebuyck, Connor";"G";"WPG"
"Helm, Darren";"C";"DET"
"Hemsky, Ales";"RW";"DAL"
"Hendricks, Matt";"C";"EDM"
"Henrique, Adam";"C";"NJD"
"Hensick, T.J.";"C";"CAR"
"Hertl, Tomas";"C";"SJS"
"Hickey, Thomas";"D";"NYI"
"Higgins, Chris";"LW";"VAN"
"Hiller, Jonas";"G";"CGY"
"Hishon, Joey";"C";"COL"
"Hjalmarsson, Niklas";"D";"CHI"
"Hodgman, Justin";"C";"ARI"
"Hodgson, Cody";"C";"NSH"
"Hoffman, Mike";"LW";"OTT"
"Holden, Nick";"D";"COL"
"Holland, Peter";"C";"TOR"
"Holmstrom, Ben";"C";"NYI"
"Holtby, Braden";"G";"WAS"
"Holzer, Korbinian";"D";"ANA"
"Horcoff, Shawn";"C";"ANA"
"Hornqvist, Patric";"RW";"PIT"
"Horvat, Bo";"C";"VAN"
"Hossa, Marian";"RW";"CHI"
"Howard, Jimmy";"G";"DET"
"Hrabarenka, Raman";"D";"NJD"
"Huberdeau, Jonathan";"C";"FLA"
"Hudler, Jiri";"LW";"CGY"
"Hunt, Brad";"D";"EDM"
"Hunwick, Matt";"D";"TOR"
"Hutchinson, Michael";"G";"WPG"
"Hutton, Carter";"G";"NSH"
"Iginla, Jarome";"RW";"COL"
"Irwin, Matt";"D";"BOS"
"Jackman, Barret";"D";"NSH"
"Jackman, Tim";"RW";"ANA"
"Jagr, Jaromir";"RW";"FLA"
"Jarnkrok, Calle";"C";"NSH"
"Jaskin, Dmitrij";"RW";"STL"
"Jeffrey, Dustin";"C";"ARI"
"Jenner, Boone";"C";"CBS"
"Jensen, Nicklas";"LW";"VAN"
"Jensen, Nick";"D";"DET"
"Johansen, Ryan";"C";"CBS"
"Johansson, Marcus";"C";"WAS"
"Johns, Stephen";"D";"DAL"
"Johnson, Chad";"G";"BUF"
"Johnson, Erik";"D";"COL"
"Johnson, Jack";"D";"CBS"
"Johnson, Tyler";"C";"TAM"
"Jokinen, Jussi";"LW";"FLA"
"Jokipakka, Jyrki";"D";"DAL"
"Jones, Blair";"C";"VAN"
"Jones, David";"RW";"CGY"
"Jones, Martin";"G";"SJS"
"Jones, Seth";"D";"NSH"
"Jooris, Josh";"C";"CGY"
"Jordan, Michal";"D";"CAR"
"Josefson, Jacob";"C";"NJD"
"Josi, Roman";"D";"NSH"
"Jurco, Tomas";"RW";"DET"
"Kadri, Nazem";"C";"TOR"
"Kampfer, Steven";"D";"FLA"
"Kane, Evander";"LW";"BUF"
"Kane, Patrick";"RW";"CHI"
"Karlsson, Erik";"D";"OTT"
"Karlsson, Henrik";"G";"SJS"
"Karlsson, Melker";"RW";"SJS"
"Karlsson, William";"C";"CBS"
"Kassian, Zack";"RW";"MTL"
"Kearns, Bracken";"C";"NYI"
"Keith, Duncan";"D";"CHI"
"Kelly, Chris";"C";"BOS"
"Kenins, Ronalds";"LW";"VAN"
"Keranen, Michael";"LW";"MIN"
"Kesler, Ryan";"C";"ANA"
"Kessel, Phil";"RW";"PIT"
"Khokhlachev, Alexander";"C";"BOS"
"Khudobin, Anton";"G";"ANA"
"Killorn, Alex";"C";"TAM"
"Kindl, Jakub";"D";"DET"
"King, Dwight";"LW";"LAK"
"Kinkaid, Keith";"G";"NJD"
"Klefbom, Oscar";"D";"EDM"
"Klein, Kevin";"D";"NYR"
"Klingberg, Carl";"LW";"NYR"
"Klingberg, John";"D";"DAL"
"Klinkhammer, Rob";"LW";"EDM"
"Knight, Corban";"C";"FLA"
"Knight, Jared";"C";"MIN"
"Koekkoek, Slater";"D";"TAM"
"Koivu, Mikko";"C";"MIN"
"Komarov, Leo";"C";"TOR"
"Konan, Matthew";"D";"PHI"
"Konecny, Travis";"C";"PHI"
"Kopitar, Anze";"C";"LAK"
"Korpikoski, Lauri";"LW";"EDM"
"Kostka, Mike";"D";"OTT"
"Kreider, Chris";"LW";"NYR"
"Krejci, David";"C";"BOS"
"Kristo, Danny";"RW";"STL"
"Kronwall, Niklas";"D";"DET"
"Krug, Torey";"D";"BOS"
"Kruger, Marcus";"C";"CHI"
"Kucherov, Nikita";"RW";"TAM"
"Kuemper, Darcy";"G";"MIN"
"Kulak, Brett";"D";"CGY"
"Kulemin, Nikolay";"LW";"NYI"
"Kulikov, Dmitry";"D";"FLA"
"Kunitz, Chris";"LW";"PIT"
"Kuznetsov, Evgeny";"C";"WAS"
"Kylington, Oliver";"D";"CGY"
"LaBarbera, Jason";"G";"PHI"
"Lack, Eddie";"G";"CAR"
"Ladd, Andrew";"LW";"WPG"
"Laich, Brooks";"C";"WAS"
"Lain, Kellan";"C";"VAN"
"Lander, Anton";"C";"EDM"
"Landeskog, Gabriel";"LW";"COL"
"Larsson, Adam";"D";"NJD"
"Larsson, Johan";"LW";"BUF"
"Lashoff, Brian";"D";"DET"
"Latta, Michael";"C";"WAS"
"Laughton, Scott";"C";"PHI"
"Lauridsen, Oliver";"D";"PHI"
"Laurie, Rob";"G";"VAN"
"Lazar, Curtis";"RW";"OTT"
"Leblanc, Louis";"C";"NYI"
"Lecavalier, Vincent";"C";"PHI"
"Leddy, Nick";"D";"NYI"
"Lee, Anders";"C";"NYI"
"Legwand, David";"C";"BUF"
"Lehner, Robin";"G";"BUF"
"Lehtera, Jori";"C";"STL"
"Lehtonen, Kari";"G";"DAL"
"Leighton, Michael";"G";"CHI"
"Leivo, Josh";"LW";"TOR"
"Lerg, Bryan";"LW";"SJS"
"Lessio, Lucas";"LW";"ARI"
"Letang, Kris";"D";"PIT"
"Letestu, Mark";"C";"EDM"
"Lewis, Trevor";"C";"LAK"
"Lieuwen, Nathan";"G";"BUF"
"Liles, John-Michael";"D";"CAR"
"Lindback, Anders";"G";"ARI"
"Lindberg, Oscar";"C";"NYR"
"Lindblad, Matt";"C";"NYR"
"Lindbohm, Petteri";"D";"STL"
"Lindholm, Elias";"C";"CAR"
"Lindholm, Hampus";"D";"ANA"
"Little, Bryan";"C";"WPG"
"Lovejoy, Ben";"D";"PIT"
"Lowe, Keegan";"D";"CAR"
"Lowe, Ryan";"G";"SJS"
"Lowry, Adam";"LW";"WPG"
"Lucic, Milan";"LW";"LAK"
"Lundqvist, Henrik";"G";"NYR"
"Lundstrom, Niklas";"G";"STL"
"Luongo, Roberto";"G";"FLA"
"Lupul, Joffrey";"RW";"TOR"
"Maatta, Olli";"D";"PIT"
"MacArthur, Clarke";"LW";"OTT"
"MacDonald, Andrew";"D";"PHI"
"MacIntyre, Drew";"G";"CAR"
"MacKenzie, Derek";"C";"FLA"
"MacKinnon, Nathan";"C";"COL"
"MacWilliam, Andrew";"D";"WPG"
"Makarov, Andrey";"G";"BUF"
"Malkin, Evgeni";"C";"PIT"
"Mallet, Alexandre";"LW";"VAN"
"Malone, Brad";"C";"CAR"
"Malone, Ryan";"LW";"NYR"
"Manning, Brandon";"D";"PHI"
"Manson, Josh";"D";"ANA"
"Mantha, Anthony";"RW";"DET"
"Marchand, Brad";"LW";"BOS"
"Marchenko, Alexei";"D";"DET"
"Marchessault, Jonathan";"C";"TAM"
"Marincin, Martin";"D";"TOR"
"Markov, Andrei";"D";"MTL"
"Markstrom, Jacob";"G";"VAN"
"Marleau, Patrick";"C";"SJS"
"Marner, Mitchell";"C";"TOR"
"Maroon, Patrick";"LW";"ANA"
"Martin, Matt";"LW";"NYI"
"Martin, Paul";"D";"SJS"
"Martinez, Alec";"D";"LAK"
"Martinook, Jordan";"LW";"ARI"
"Mashinter, Brandon";"LW";"CHI"
"Mason, Steve";"G";"PHI"
"Matteau, Stefan";"C";"NJD"
"Matthias, Shawn";"C";"TOR"
"Mayfield, Scott";"D";"NYI"
"Mazanec, Marek";"G";"NSH"
"McBain, Jamie";"D";"LAK"
"McCabe, Jake";"D";"BUF"
"McCarthy, John";"LW";"SJS"
"McClement, Jay";"C";"CAR"
"McCollum, Tom";"G";"DET"
"McCormick, Cody";"C";"BUF"
"McDavid, Connor";"C";"EDM"
"McDonagh, Ryan";"D";"NYR"
"McDonald, Colin";"RW";"PHI"
"McElhinney, Curtis";"G";"CBS"
"McGinn, Jamie";"LW";"BUF"
"McGinn, Tye";"LW";"TAM"
"McGrattan, Brian";"RW";"ANA"
"McIlrath, Dylan";"D";"NYR"
"McKegg, Gregg";"C";"FLA"
"McKenna, Mike";"G";"FLA"
"McKenzie, Curtis";"LW";"DAL"
"McLaren, Frazer";"LW";"SJS"
"McLeod, Cody";"LW";"COL"
"McNabb, Brayden";"D";"LAK"
"McNally, Patrick";"D";"SJS"
"Megna, Jaycob";"D";"ANA"
"Megna, Jayson";"RW";"NYR"
"Melchiori, Julian";"D";"WPG"
"Merrill, Jon";"D";"NJD"
"Methot, Marc";"D";"OTT"
"Michalek, Milan";"LW";"OTT"
"Michalek, Zbynek";"D";"ARI"
"Miele, Andy";"C";"DET"
"Milano, Sonny";"LW";"CBS"
"Miller, Andrew";"RW";"EDM"
"Miller, Drew";"LW";"DET"
"Miller, J.T.";"C";"NYR"
"Miller, Kevan";"D";"BOS"
"Miller, Ryan";"G";"VAN"
"Mitchell, John";"C";"COL"
"Mitchell, Torrey";"C";"MTL"
"Mitchell, Willie";"D";"FLA"
"Moen, Travis";"LW";"DAL"
"Monahan, Sean";"C";"CGY"
"Montoya, Al";"G";"FLA"
"Moore, Dominic";"C";"NYR"
"Moore, John";"D";"NJD"
"Moore, Mike";"D";"WAS"
"Morin, Jeremy";"LW";"CHI"
"Morin, Travis";"C";"DAL"
"Morrow, Joe";"D";"BOS"
"Mouillierat, Kael";"C";"PIT"
"Moulson, Matt";"LW";"BUF"
"Mrazek, Petr";"G";"DET"
"Mueller, Chris";"RW";"ANA"
"Mueller, Mirco";"D";"SJS"
"Murphy, Connor";"D";"ARI"
"Murphy, Ryan";"D";"CAR"
"Murray, Ryan";"D";"CBS"
"Musil, David";"D";"EDM"
"Muzzin, Jake";"D";"LAK"
"Myers, Tyler";"D";"WPG"
"Nabokov, Evgeni";"G";"TAM"
"Namestnikov, Vladislav";"C";"TAM"
"Nash, Rick";"LW";"NYR"
"Nash, Riley";"C";"CAR"
"Nattinen, Julius";"C";"ANA"
"Neal, James";"LW";"NSH"
"Neil, Chris";"RW";"OTT"
"Nelson, Brock";"C";"NYI"
"Nemeth, Patrik";"D";"DAL"
"Ness, Aaron";"D";"WAS"
"Nesterov, Nikita";"D";"TAM"
"Nestrasil, Andrej";"RW";"CAR"
"Neuvirth, Michal";"G";"PHI"
"Nichushkin, Valeri";"RW";"DAL"
"Niederreiter, Nino";"RW";"MIN"
"Nielsen, Frans";"C";"NYI"
"Niemi, Antti";"G";"DAL"
"Nieto, Matt";"LW";"SJS"
"Nikitin, Nikita";"D";"EDM"
"Nilsson, Anders";"G";"EDM"
"Niskanen, Matt";"D";"WAS"
"Noesen, Stefan";"RW";"ANA"
"Nolan, Jordan";"C";"LAK"
"Nordstrom, Joakim";"C";"CHI"
"Nugent-Hopkins, Ryan";"C";"EDM"
"Nyquist, Gustav";"C";"DET"
"Nystrom, Eric";"LW";"NSH"
"O'Brien, Jim";"C";"NJD"
"O'Brien, Liam";"LW";"WAS"
"O'Brien, Shane";"D";"ANA"
"O'Dell, Eric";"C";"OTT"
"O'Reilly, Cal";"C";"BUF"
"O'Reilly, Ryan";"C";"BUF"
"Oduya, Johnny";"D";"DAL"
"Oesterle, Jordan";"D";"EDM"
"Okposo, Kyle";"RW";"NYI"
"Oleksiak, Jamie";"D";"DAL"
"Oleksy, Steven";"D";"PIT"
"Olsen, Dylan";"D";"FLA"
"Orlov, Dmitry";"D";"WAS"
"Orpik, Brooks";"D";"WAS"
"Ortio, Joni";"G";"CGY"
"Oshie, T.J.";"RW";"WAS"
"Ott, Steve";"C";"STL"
"Ouellet, Xavier";"D";"DET"
"Ovechkin, Alex";"LW";"WAS"
"Paajarvi, Magnus";"LW";"STL"
"Pacioretty, Max";"LW";"MTL"
"Pageau, Jean-Gabriel";"C";"OTT"
"Pakarinen, Iiro";"RW";"EDM"
"Palat, Ondrej";"LW";"TAM"
"Paliotta, Michael";"D";"CBS"
"Palmieri, Kyle";"RW";"NJD"
"Panik, Richard";"RW";"TOR"
"Paquette, Cedric";"C";"TAM"
