"Player";"Position";"Team"
"Bertuzzi, Todd";"RW";"DET"
"Bickel, Stu";"D";"NYR"
"Bickell, Bryan";"LW";"CHI"
"Bieksa, Kevin";"D";"VAN"
"Biron, Martin";"G";"NYR"
"Bishop, Ben";"G";"TAM"
"Bissonnette, Paul";"D";"PHO"
"Bjugstad, Nick";"C";"FLA"
"Blanchard, Nicolas";"C";"CAR"
"Blum, Jonathon";"D";"MIN"
"Blunden, Michael";"RW";"MTL"
"Bobkov, Igor";"G";"ANA"
"Bobrovsky, Sergei";"G";"CBS"
"Bodie, Troy";"RW";"TOR"
"Bodnarchuk, Andrew";"D";"LAK"
"Boedker, Mikkel";"RW";"PHO"
"Bogosian, Zach";"D";"WPG"
"Bolduc, Alex";"C";"STL"
"Boll, Jared";"RW";"CBS"
"Bolland, Dave";"C";"TOR"
"Bollig, Brandon";"LW";"CHI"
"Bonino, Nick";"C";"ANA"
"Booth, David";"LW";"VAN"
"Bordeleau, Patrick";"LW";"COL"
"Borowiecki, Mark";"D";"OTT"
"Bortuzzo, Robert";"D";"PIT"
"Bouchard, Pierre-Marc";"C";"NYI"
"Boucher, Brian";"G";"PHI"
"Bouillon, Francis";"D";"MTL"
"Boulton, Eric";"LW";"NYI"
"Bouma, Lance";"C";"CGY"
"Bourdon, Marc-Andre";"D";"PHI"
"Bourque, Chris";"LW";"BOS"
"Bourque, Gabriel";"LW";"NSH"
"Bourque, Rene";"LW";"MTL"
"Bouwmeester, Jay";"D";"STL"
"Bowman, Drayson";"LW";"CAR"
"Boychuk, Johnny";"D";"BOS"
"Boychuk, Zach";"C";"CAR"
"Boyle, Brian";"C";"NYR"
"Boyle, Dan";"D";"SJS"
"Bozak, Tyler";"C";"TOR"
"Brassard, Derick";"C";"NYR"
"Braun, Justin";"D";"SJS"
"Brennan, T.J.";"D";"TOR"
"Brewer, Eric";"D";"TAM"
"Briere, Danny";"C";"MTL"
"Brisebois, Mathieu";"D";"PHO"
"Brodeur, Martin";"G";"NJD"
"Brodie, T.J.";"D";"CGY"
"Brodin, Jonas";"D";"MIN"
"Brodziak, Kyle";"C";"MIN"
"Brookbank, Sheldon";"D";"CHI"
"Brouwer, Troy";"RW";"WSH"
"Brown, Chris";"C";"PHO"
"Brown, Dustin";"RW";"LAK"
"Brown, J.T.";"RW";"TAM"
"Brown, Mike";"RW";"EDM"
"Budaj, Peter";"G";"MTL"
"Burish, Adam";"RW";"SJS"
"Burns, Brent";"D";"SJS"
"Burrows, Alex";"C";"VAN"
"Butler, Bobby";"RW";"FLA"
"Butler, Chris";"D";"CGY"
"Butler, Dustin";"G";"VAN"
"Byfuglien, Dustin";"D";"WPG"
"Byron, Paul";"C";"CGY"
"Callahan, Ryan";"RW";"NYR"
"Calvert, Matt";"LW";"CBS"
"Cammalleri, Mike";"LW";"CGY"
"Campbell, Andrew";"D";"LAK"
"Campbell, Brian";"D";"FLA"
"Campbell, Gregory";"C";"BOS"
"Campbell, Jack";"G";"DAL"
"Camper, Carter";"C";"BOS"
"Cannata, Joe";"G";"VAN"
"Carcillo, Daniel";"LW";"LAK"
"Carkner, Matt";"D";"NYI"
"Carle, Matt";"D";"TAM"
"Carlson, John";"D";"WSH"
"Caron, Jordan";"LW";"BOS"
"Carter, Jeff";"C";"LAK"
"Carter, Ryan";"C";"NJD"
"Caruso, Michael";"D";"FLA"
"Chara, Zdeno";"D";"BOS"
"Chiasson, Alex";"RW";"DAL"
"Chimera, Jason";"LW";"WSH"
"Chipchura, Kyle";"C";"PHO"
"Cizikas, Casey";"C";"NYI"
"Clark, Mat";"D";"ANA"
"Clarkson, David";"C";"TOR"
"Clemmensen, Scott";"G";"FLA"
"Clendening, Adam";"D";"CHI"
"Clifford, Kyle";"LW";"LAK"
"Clitsome, Grant";"D";"WPG"
"Clowe, Ryane";"RW";"NJD"
"Clune, Richard";"LW";"NSH"
"Clutterbuck, Cal";"RW";"NYI"
"Coburn, Braydon";"D";"PHI"
"Cogliano, Andrew";"C";"ANA"
"Colborne, Joe";"C";"TOR"
"Cole, Erik";"RW";"DAL"
"Cole, Ian";"D";"STL"
"Collins, Sean";"C";"CBS"
"Comeau, Blake";"RW";"CBS"
"Conacher, Cory";"LW";"OTT"
"Condra, Erik";"RW";"OTT"
"Connolly, Brett";"RW";"TAM"
"Cooke, Matt";"LW";"MIN"
"Coreau, Jared";"G";"DET"
"Cormier, Patrice";"C";"WPG"
"Corrado, Frank";"D";"VAN"
"Corrente, Matt";"D";"CAR"
"Corvo, Joe";"D";"OTT"
"Couture, Logan";"C";"SJS"
"Couturier, Sean";"C";"PHI"
"Cowen, Jared";"D";"OTT"
"Coyle, Charlie";"C";"MIN"
"Crabb, Joey";"RW";"FLA"
"Cracknell, Adam";"RW";"STL"
"Craig, Ryan";"C";"CBS"
"Crawford, Corey";"G";"CHI"
"Crombeen, B.J.";"RW";"TAM"
"Crosby, Sidney";"C";"PIT"
"Cullen, Matt";"C";"NSH"
"Cundari, Mark";"D";"CGY"
"D'Agostini, Matt";"RW";"PIT"
"Da Costa, Stephane";"C";"OTT"
"Daley, Trevor";"D";"DAL"
"Dalpe, Zac";"C";"CAR"
"Danis, Yann";"G";"PHI"
"Datsyuk, Pavel";"C";"DET"
"Davison, Rob";"D";"SJS"
"DeKeyser, Danny";"D";"DET"
"Del Zotto, Michael";"D";"NYR"
"Demers, Jason";"D";"SJS"
"Denis, Frederic";"D";"CBS"
"Desbiens, Guillaume";"RW";"COL"
"Desharnais, David";"C";"MTL"
"Desjardins, Andrew";"C";"SJS"
"Desjardins, Cedrick";"G";"TAM"
"Deslauriers, Jeff";"G";"ANA"
"Despres, Simon";"D";"PIT"
"DiPietro, Rick";"G";"NYI"
"Diaz, Raphael";"D";"MTL"
"Dillon, Brenden";"D";"DAL"
"Doan, Shane";"RW";"PHO"
"Donovan, Matt";"D";"NYI"
"Dorsett, Derek";"RW";"NYR"
"Doughty, Drew";"D";"LAK"
"Dowell, Jake";"C";"MIN"
"Downie, Steve";"RW";"COL"
"Drazenovic, Nick";"C";"CBS"
"Drewiske, Davis";"D";"MTL"
"Dubinsky, Brandon";"C";"CBS"
"Dubnyk, Devan";"G";"EDM"
"Duchene, Matt";"C";"COL"
"Dumba, Mathew";"D";"MIN"
"Dumont, Gabriel";"C";"MTL"
"Dupuis, Pascal";"RW";"PIT"
"Dwyer, Patrick";"RW";"CAR"
"Dziurzynski, David";"LW";"OTT"
"de Haan, Calvin";"D";"NYI"
"Eager, Ben";"LW";"EDM"
"Eakin, Cody";"C";"DAL"
"Eaves, Patrick";"RW";"DET"
"Eberle, Jordan";"C";"EDM"
"Edler, Alexander";"D";"VAN"
"Ehrhoff, Christian";"D";"BUF"
"Ekholm, Mattias";"D";"NSH"
"Ekman-Larsson, Oliver";"D";"PHO"
"Elias, Patrik";"LW";"NJD"
"Eller, Lars";"C";"MTL"
"Ellerby, Keaton";"D";"LAK"
"Elliott, Brian";"G";"STL"
"Elliott, Stefan";"D";"COL"
"Ellis, Dan";"G";"DAL"
"Ellis, Matt";"LW";"BUF"
"Ellis, Ryan";"D";"NSH"
"Emelin, Alexei";"D";"MTL"
"Emery, Ray";"G";"PHI"
"Emmerton, Cory";"C";"DET"
"Engelland, Deryk";"D";"PIT"
"Ennis, Tyler";"LW";"BUF"
"Enroth, Jhonas";"G";"BUF"
"Enstrom, Tobias";"D";"WPG"
"Erat, Martin";"LW";"WSH"
"Ericsson, Jonathan";"D";"DET"
"Eriksson, Loui";"LW";"BOS"
"Erixon, Tim";"D";"CBS"
"Erskine, John";"D";"WSH"
"Etem, Emerson";"RW";"ANA"
"Falk, Justin";"D";"NYR"
"Fasth, Viktor";"G";"ANA"
"Faulk, Justin";"D";"CAR"
"Fayne, Mark";"D";"NJD"
"Fehr, Eric";"RW";"WSH"
"Fenton, Thomas";"G";"PHO"
"Ference, Andrew";"D";"EDM"
"Ferriero, Benn";"C";"VAN"
"Fiddler, Vernon";"C";"DAL"
"Filppula, Valtteri";"C";"TAM"
"Finley, Joe";"D";"NYI"
"Fisher, Mike";"C";"NSH"
"Fleischmann, Tomas";"C";"FLA"
"Fleury, Marc-Andre";"G";"PIT"
"Flood, Mark";"D";"CAR"
"Flynn, Brian";"RW";"BUF"
"Foligno, Marcus";"LW";"BUF"
"Foligno, Nick";"LW";"CBS"
"Forsberg, Filip";"C";"NSH"
"Fowler, Cam";"D";"ANA"
"Franson, Cody";"D";"TOR"
"Franzen, Johan";"LW";"DET"
"Fraser, Colin";"C";"LAK"
"Fraser, Mark";"D";"TOR"
"Fraser, Matt";"LW";"BOS"
"Frattin, Matt";"RW";"LAK"
"Frazee, Jeff";"G";"NJD"
"Friberg, Max";"LW";"ANA"
"Frolik, Michael";"C";"WPG"
"Gaborik, Marian";"RW";"CBS"
"Gagner, Sam";"C";"EDM"
"Galchenyuk, Alex";"C";"MTL"
"Galiardi, T.J.";"LW";"CGY"
"Gallagher, Brendan";"RW";"MTL"
"Garbutt, Ryan";"C";"DAL"
"Gardiner, Jake";"D";"TOR"
"Garrison, Jason";"D";"VAN"
"Gaustad, Paul";"C";"NSH"
"Gelinas, Eric";"D";"NJD"
"Gerbe, Nathan";"C";"CAR"
"Gervais, Bruno";"D";"PHI"
"Getzlaf, Ryan";"C";"ANA"
"Giguere, Jean-Sebastien";"G";"COL"
"Gilroy, Matt";"D";"FLA"
"Gionta, Brian";"RW";"MTL"
"Gionta, Stephen";"RW";"NJD"
"Giordano, Mark";"D";"CGY"
"Girardi, Dan";"D";"NYR"
"Giroux, Claude";"C";"PHI"
"Glass, Tanner";"C";"PIT"
"Gleason, Tim";"D";"CAR"
"Glencross, Curtis";"LW";"CGY"
"Goc, Marcel";"C";"FLA"
"Goligoski, Alex";"D";"DAL"
"Goloubef, Cody";"D";"CBS"
"Gonchar, Sergei";"D";"DAL"
"Gordon, Andrew";"RW";"WPG"
"Gordon, Boyd";"C";"EDM"
"Gorges, Josh";"D";"MTL"
"Grabner, Michael";"RW";"NYI"
"Granlund, Mikael";"C";"MIN"
"Grant, Derek";"C";"OTT"
"Grebeshkov, Denis";"D";"EDM"
"Green, Mike";"D";"WSH"
"Greene, Andy";"D";"NJD"
"Greene, Matt";"D";"LAK"
"Greening, Colin";"C";"OTT"
"Greiss, Thomas";"G";"PHO"
"Grigorenko, Mikhail";"C";"BUF"
"Grossmann, Nicklas";"D";"PHI"
"Grubauer, Philipp";"G";"WSH"
"Gryba, Eric";"D";"OTT"
"Gudas, Radko";"D";"TAM"
"Gudbranson, Erik";"D";"FLA"
"Guenin, Nate";"D";"COL"
"Gunnarsson, Carl";"D";"TOR"
"Gustafsson, Erik";"D";"PHI"
"Gustavsson, Jonas";"G";"DET"
"Hackett, Matt";"G";"BUF"
"Hagelin, Carl";"LW";"NYR"
"Hakanpaa, Jani";"D";"STL"
"Hakanpaa, Jani";"D";"STL"
"Halak, Jaroslav";"G";"STL"
"Haley, Micheal";"C";"NYR"
"Halischuk, Matt";"RW";"WPG"
"Hall, Adam";"RW";"PHI"
"Hall, Taylor";"LW";"EDM"
"Hamhuis, Dan";"D";"VAN"
"Hamill, Zach";"C";"VAN"
"Hamilton, Dougie";"D";"BOS"
"Hamilton, Ryan";"LW";"EDM"
"Hamonic, Travis";"D";"NYI"
"Handzus, Michal";"C";"CHI"
"Hannan, Scott";"D";"SJS"
"Hanowski, Ben";"RW";"CGY"
"Hansen, Jannik";"RW";"VAN"
"Hanzal, Martin";"C";"PHO"
"Harding, Josh";"G";"MIN"
"Harrison, Jay";"D";"CAR"
"Harrold, Peter";"D";"NJD"
"Hartikainen, Teemu";"C";"EDM"
"Hartnell, Scott";"RW";"PHI"
"Hartzell, Eric";"G";"PIT"
"Havlat, Martin";"LW";"SJS"
"Hayes, Jimmy";"RW";"CHI"
"Heatley, Dany";"RW";"MIN"
"Hedman, Victor";"D";"TAM"
"Heeter, Calvin";"G";"PHI"
"Heeter, Cal";"G";"PHI"
"Hejda, Jan";"D";"COL"
"Helm, Darren";"C";"DET"
"Hemsky, Ales";"RW";"EDM"
"Henderson, Kevin";"LW";"NSH"
"Hendricks, Matt";"C";"NSH"
"Hendry, Jordan";"D";"ANA"
"Henrique, Adam";"C";"NJD"
"Hickey, Thomas";"D";"NYI"
"Higgins, Chris";"LW";"VAN"
"Hillen, Jack";"D";"WSH"
"Hiller, Jonas";"G";"ANA"
"Hjalmarsson, Niklas";"D";"CHI"
"Hodgson, Cody";"C";"BUF"
"Hoffman, Mike";"LW";"OTT"
"Holden, Nick";"D";"COL"
"Holland, Peter";"C";"ANA"
"Holtby, Braden";"G";"WSH"
"Holzer, Korbinian";"D";"TOR"
"Horak, Roman";"C";"CGY"
"Horcoff, Shawn";"C";"DAL"
"Hordichuk, Darcy";"LW";"EDM"
"Hornqvist, Patric";"RW";"NSH"
"Horton, Nathan";"RW";"CBS"
"Hossa, Marian";"RW";"CHI"
"Howard, Jimmy";"G";"DET"
"Howden, Quinton";"C";"FLA"
"Huberdeau, Jonathan";"C";"FLA"
"Hudler, Jiri";"LW";"CGY"
"Hunwick, Matt";"D";"COL"
"Hutton, Carter";"G";"NSH"
"Iginla, Jarome";"RW";"BOS"
"Irwin, Matt";"D";"SJS"
"Jackman, Barret";"D";"STL"
"Jackman, Tim";"RW";"CGY"
"Jacques, Jean-Francois";"LW";"TAM"
"Jagr, Jaromir";"RW";"NJD"
"Janssen, Cam";"RW";"NJD"
"Jaskin, Dmitrij";"RW";"STL"
"Jeffrey, Dustin";"C";"PIT"
"Jensen, Nicklas";"LW";"VAN"
"Joensuu, Jesse";"LW";"EDM"
"Johansen, Ryan";"C";"CBS"
"Johansson, Marcus";"C";"WSH"
"Johnson, Aaron";"D";"NYR"
"Johnson, Chad";"G";"BOS"
"Johnson, Erik";"D";"COL"
"Johnson, Jack";"D";"CBS"
"Johnson, Nick";"RW";"BOS"
"Johnson, Tyler";"C";"TAM"
"Jokinen, Jussi";"LW";"PIT"
"Jokinen, Olli";"C";"WPG"
"Jones, Blair";"C";"CGY"
"Jones, David";"RW";"CGY"
"Jones, Ryan";"RW";"EDM"
"Jordan, Michal";"D";"CAR"
"Josefson, Jacob";"C";"NJD"
"Josi, Roman";"D";"NSH"
"Jovanovski, Ed";"D";"FLA"
"Kaberle, Tomas";"D";"MTL"
"Kadri, Nazem";"C";"TOR"
"Kaleta, Patrick";"RW";"BUF"
"Kampfer, Steve";"D";"MIN"
"Kane, Evander";"LW";"WPG"
"Kane, Patrick";"RW";"CHI"
"Karlsson, Erik";"D";"OTT"
"Karlsson, Henrik";"G";"SJS"
"Kassian, Matt";"LW";"OTT"
"Kassian, Zack";"RW";"VAN"
"Keith, Duncan";"D";"CHI"
"Kelly, Chris";"C";"BOS"
"Kennedy, Tim";"LW";"PHO"
"Kennedy, Tyler";"C";"SJS"
"Kesler, Ryan";"C";"VAN"
"Kessel, Phil";"RW";"TOR"
"Khabibulin, Nikolai";"G";"CHI"
"Khudobin, Anton";"G";"CAR"
"Killorn, Alex";"C";"TAM"
"Kindl, Jakub";"D";"DET"
"King, Dwight";"C";"LAK"
"Kinkaid, Keith";"G";"NJD"
"Klein, Kevin";"D";"NSH"
"Klesla, Rostislav";"D";"PHO"
"Klinkhammer, Rob";"LW";"PHO"
"Koivu, Mikko";"C";"MIN"
"Koivu, Saku";"C";"ANA"
"Komarov, Leo";"C";"TOR"
"Komisarek, Mike";"D";"CAR"
"Konan, Matthew";"D";"PHI"
"Konan, Matt";"D";"PHI"
"Konopka, Zenon";"C";"MIN"
"Kopecky, Tomas";"C";"FLA"
"Kopitar, Anze";"C";"LAK"
"Korpikoski, Lauri";"C";"PHO"
"Kostka, Mike";"D";"CHI"
"Kreider, Chris";"LW";"NYR"
"Krejci, David";"C";"BOS"
"Kronwall, Niklas";"D";"DET"
"Krug, Torey";"D";"BOS"
"Kruger, Marcus";"C";"CHI"
"Kuemper, Darcy";"G";"MIN"
"Kulemin, Nikolai";"LW";"TOR"
"Kulikov, Dmitry";"D";"FLA"
"Kundratek, Tomas";"D";"WSH"
"Kunitz, Chris";"LW";"PIT"
"LaBarbera, Jason";"G";"EDM"
"Labrie, Pierre-Cedric";"LW";"TAM"
"Ladd, Andrew";"LW";"WPG"
"Laich, Brooks";"C";"WSH"
"Lain, Kellan";"C";"VAN"
"Lalonde, Shawn";"D";"CHI"
"Lander, Anton";"C";"EDM"
"Landeskog, Gabriel";"LW";"COL"
"Lapierre, Maxim";"C";"STL"
"Larsen, Philip";"D";"EDM"
"Larsson, Adam";"D";"NJD"
"Larsson, Johan";"LW";"BUF"
"Lashoff, Brian";"D";"DET"
"Laughton, Scott";"C";"PHI"
"Lauridsen, Oliver";"D";"PHI"
"Laurie, Rob";"G";"ANA"
"LeBlanc, Drew";"C";"CHI"
"Lecavalier, Vincent";"C";"PHI"
"Leddy, Nick";"D";"CHI"
"Lee, Anders";"C";"NYI"
"Lee, Brian";"D";"TAM"
"Legwand, David";"C";"NSH"
"Lehner, Robin";"G";"OTT"
"Lehtonen, Kari";"G";"DAL"
"Leino, Ville";"LW";"BUF"
"Leopold, Jordan";"D";"STL"
"Letang, Kris";"D";"PIT"
"Letestu, Mark";"C";"CBS"
"Letourneau-Leblo, Pierre-Luc";"LW";"ANA"
"Lewis, Trevor";"C";"LAK"
"Liles, John-Michael";"D";"TOR"
"Lindback, Anders";"G";"TAM"
"Little, Bryan";"C";"WPG"
"Loktionov, Andrei";"C";"NJD"
"Lovejoy, Ben";"D";"ANA"
"Lucic, Milan";"LW";"BOS"
"Lundqvist, Henrik";"G";"NYR"
"Luongo, Roberto";"G";"VAN"
"Lupul, Joffrey";"RW";"TOR"
"MacArthur, Clarke";"LW";"OTT"
"MacDermid, Lane";"LW";"DAL"
"MacDonald, Andrew";"D";"NYI"
"MacDonald, Joey";"G";"CGY"
"MacIntyre, Steve";"LW";"PIT"
"MacKenzie, Derek";"C";"CBS"
"Machacek, Spencer";"RW";"CBS"
"Malkin, Evgeni";"C";"PIT"
"Mallet, Alexandre";"LW";"VAN"
"Malone, Brad";"C";"COL"
"Malone, Ryan";"LW";"TAM"
"Mancari, Mark";"RW";"STL"
"Manning, Brandon";"D";"PHI"
"Marchand, Brad";"LW";"BOS"
"Markov, Andrei";"D";"MTL"
"Markstrom, Jacob";"G";"FLA"
"Marleau, Patrick";"C";"SJS"
"Maroon, Patrick";"LW";"ANA"
"Martin, Matt";"LW";"NYI"
"Martin, Paul";"D";"PIT"
"Martinez, Alec";"D";"LAK"
"Mashinter, Brandon";"C";"NYR"
"Mason, Steve";"G";"PHI"
"Matsumoto, Jon";"C";"FLA"
"Matteau, Stefan";"C";"NJD"
"Matthias, Shawn";"C";"FLA"
"Mayer, Robert";"G";"MTL"
"McBain, Jamie";"D";"BUF"
"McClement, Jay";"C";"TOR"
"McCollum, Thomas";"G";"DET"
"McCormick, Cody";"C";"BUF"
"McDonagh, Ryan";"D";"NYR"
"McDonald, Colin";"RW";"NYI"
"McElhinney, Curtis";"G";"CBS"
"McGinn, Jamie";"LW";"COL"
"McGinn, Tye";"LW";"PHI"
"McGrattan, Brian";"RW";"CGY"
"McKenna, Mike";"G";"CBS"
"McLaren, Frazer";"LW";"TOR"
"McLeod, Cody";"LW";"COL"
"McMillan, Brandon";"C";"PHO"
"McMillan, Carson";"RW";"MIN"
"McQuaid, Adam";"D";"BOS"
"Melchiori, Julian";"D";"WPG"
"Meszaros, Andrej";"D";"PHI"
"Methot, Marc";"D";"OTT"
"Michalek, Milan";"LW";"OTT"
"Michalek, Zbynek";"D";"PHO"
"Miele, Andy";"C";"PHO"
"Miele, Andy";"C";"PHO"
"Mikkelson, Brendan";"D";"TAM"
"Miller, Drew";"LW";"DET"
"Miller, J.T.";"C";"NYR"
"Miller, Ryan";"G";"BUF"
"Mitchell, John";"C";"COL"
"Mitchell, Torrey";"C";"MIN"
"Mitchell, Willie";"D";"LAK"
"Moen, Travis";"LW";"MTL"
"Montoya, Al";"G";"WPG"
"Moore, Dominic";"C";"NYR"
"Moore, John";"D";"NYR"
"Moore, Mike";"D";"BOS"
"Morin, Jeremy";"LW";"CHI"
"Morris, Derek";"D";"PHO"
"Moss, David";"LW";"PHO"
"Mottau, Mike";"D";"FLA"
"Moulson, Matt";"LW";"NYI"
"Mrazek, Petr";"G";"DET"
"Mueller, Chris";"RW";"DAL"
"Murphy, Mike";"G";"CAR"
"Murphy, Ryan";"D";"CAR"
"Mursak, Jan";"LW";"DET"
"Muse, John";"G";"CAR"
"Muzzin, Jake";"D";"LAK"
"Myers, Tyler";"D";"BUF"
"Nabokov, Evgeni";"G";"NYI"
"Nash, Rick";"LW";"NYR"
"Nash, Riley";"C";"CAR"
"Neal, James";"LW";"PIT"
"Neil, Chris";"RW";"OTT"
"Nelson, Brock";"C";"NYI"
"Nelson, Brock";"C";"NYI"
"Nemisz, Greg";"C";"CGY"
"Ness, Aaron";"D";"NYI"
"Neuvirth, Michal";"G";"WSH"
"Newbury, Kris";"C";"PHI"
"Niederreiter, Nino";"RW";"MIN"
"Nielsen, Frans";"C";"NYI"
"Niemi, Antti";"G";"SJS"
"Nikitin, Nikita";"D";"CBS"
"Nilsson, Anders";"G";"NYI"
"Nilstorp, Cris";"G";"DAL"
"Niskanen, Matt";"D";"PIT"
"Nokelainen, Petteri";"C";"MTL"
"Nolan, Jordan";"C";"LAK"
"Nugent-Hopkins, Ryan";"C";"EDM"
"Nyquist, Gustav";"C";"DET"
"Nystrom, Eric";"LW";"NSH"
"O'Brien, Jim";"C";"OTT"
"O'Brien, Shane";"D";"CGY"
"O'Reilly, Ryan";"C";"COL"
"Oduya, Johnny";"D";"CHI"
"Ohlund, Mattias";"D";"TAM"
"Okposo, Kyle";"RW";"NYI"
"Oleksiak, Jamie";"D";"DAL"
"Oleksy, Steven";"D";"WSH"
"Olesz, Rostislav";"C";"NJD"
"Olver, Mark";"C";"COL"
"Orlov, Dmitry";"D";"WSH"
"Orpik, Brooks";"D";"PIT"
"Orr, Colton";"RW";"TOR"
"Oshie, T.J.";"C";"STL"
"Ott, Steve";"C";"BUF"
"Ovechkin, Alex";"RW";"WSH"
"Paajarvi, Magnus";"LW";"STL"
"Pacioretty, Max";"LW";"MTL"
"Pageau, Jean-Gabriel";"C";"OTT"
"Paille, Daniel";"LW";"BOS"
"Palat, Ondrej";"LW";"TAM"
"Palmieri, Kyle";"RW";"ANA"
"Palushaj, Aaron";"RW";"CAR"
"Panik, Richard";"RW";"TAM"
"Pardy, Adam";"D";"WPG"
"Parenteau, P.A.";"RW";"COL"
"Parise, Zach";"LW";"MIN"
"Parros, George";"RW";"MTL"
"Pasquale, Eddie";"G";"WPG"
"Pateryn, Greg";"D";"MTL"
"Pateryn, Greg";"D";"MTL"
"Pavelec, Ondrej";"G";"WPG"
"Pavelski, Joe";"C";"SJS"
"Pearson, Tanner";"LW";"LAK"
"Peckham, Theo";"D";"CHI"
"Pelech, Matt";"D";"SJS"
"Pelletier, Pascal";"C";"VAN"
"Peluso, Anthony";"RW";"WPG"
"Penner, Dustin";"LW";"ANA"
"Perreault, Mathieu";"C";"WSH"
"Perron, David";"LW";"EDM"
"Perry, Corey";"RW";"ANA"
"Pesonen, Harri";"LW";"NJD"
"Peters, Justin";"G";"CAR"
"Petersen, Toby";"C";"DAL"
"Petrecki, Nick";"D";"SJS"
"Petrovic, Alex";"D";"FLA"
"Petry, Jeff";"D";"EDM"
"Peverley, Rich";"C";"DAL"
"Phaneuf, Dion";"D";"TOR"
"Phillips, Chris";"D";"OTT"
"Pickard, Calvin";"G";"COL"
"Pietrangelo, Alex";"D";"STL"
"Pirri, Brandon";"C";"CHI"
"Pitkanen, Joni";"D";"CAR"
"Plekanec, Tomas";"C";"MTL"
"Polak, Roman";"D";"STL"
"Pominville, Jason";"RW";"MIN"
"Porter, Chris";"C";"STL"
"Porter, Kevin";"C";"BUF"
"Postma, Paul";"D";"WPG"
"Potter, Corey";"D";"EDM"
"Poulin, Kevin";"G";"NYI"
"Pouliot, Benoit";"LW";"NYR"
"Powe, Darroll";"LW";"NYR"
"Price, Carey";"G";"MTL"
"Prosser, Nate";"D";"MIN"
"Prout, Dalton";"D";"CBS"
"Prust, Brandon";"RW";"MTL"
"Purcell, Teddy";"RW";"TAM"
"Pyatt, Taylor";"LW";"NYR"
"Pyatt, Tom";"C";"TAM"
"Quick, Jonathan";"G";"LAK"
"Quincey, Kyle";"D";"DET"
"Rallo, Greg";"RW";"FLA"
"Ramo, Karri";"G";"CGY"
"Ranger, Paul";"D";"TOR"
"Rask, Joonas";"C";"NSH"
"Rask, Joonas";"C";"NSH"
"Rask, Tuukka";"G";"BOS"
"Read, Matt";"C";"PHI"
"Reaves, Ryan";"RW";"STL"
"Redmond, Zach";"D";"WPG"
"Reese, Dylan";"D";"PIT"
"Regehr, Robyn";"D";"LAK"
"Regin, Peter";"C";"NYI"
"Reimer, James";"G";"TOR"
"Reinhart, Max";"C";"CGY"
"Rheault, Jon";"RW";"FLA"
"Ribeiro, Mike";"C";"PHO"
"Richards, Brad";"C";"NYR"
"Richards, Mike";"C";"LAK"
"Richardson, Brad";"C";"VAN"
"Rinaldo, Zac";"C";"PHI"
"Rinne, Pekka";"G";"NSH"
"Robak, Colby";"D";"FLA"
"Robidas, Stephane";"D";"DAL"
"Rome, Aaron";"D";"DAL"
"Rosehill, Jay";"LW";"PHI"
"Roussel, Antoine";"LW";"DAL"
"Roy, Derek";"C";"STL"
"Roy, Mathieu";"D";"TAM"
"Rozsival, Michal";"D";"CHI"
"Ruhwedel, Chad";"D";"BUF"
"Rundblad, David";"D";"PHO"
